acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z,acc_total_x,acc_total_y,acc_total_z
0.00428354,-0.01123608,-0.006116004,-0.01042542,0.008611658,-0.0003433164,1.029888,-0.1105651,-0.01385576
-0.005530115,-0.002037879,0.0007458278,-0.03103205,-0.04933793,-0.0007319791,0.0115874,0.9879085,0.1637988
0.0003972849,-0.0457621,0.0231876,-0.08055473,0.08332104,-0.07062738,1.0152,-0.2163371,-0.05660531
0.003436393,-0.000281425,-0.001881741,0.01960481,0.02223689,-0.01219772,1.020209,-0.1538465,0.1021969
-0.01838808,-0.01029396,0.02831561,0.02129071,-0.01883067,-0.03789522,0.009025017,0.8047443,0.6284348
0.02787584,0.04531913,0.1206326,0.04648472,0.1434258,-0.1712356,1.024343,-0.1613091,0.01223309
0.0005004912,-0.002091698,-0.0004482415,-0.0008487599,0.0004513346,-0.007018262,1.021418,-0.1239791,0.06898708
-8.656772e-05,-0.008199965,-0.004674189,-0.000805456,0.003325952,-0.004542262,1.016808,-0.1337836,0.1198837
-0.009376114,0.1622166,-0.1236818,-0.1110758,0.3366578,-0.3655289,0.920538,-0.02876,-0.4883757
0.02642168,0.01724474,-0.005214409,0.02440215,-0.05669578,0.1855146,-0.02316753,0.9199467,0.4231648
0.08014871,0.03897372,-0.04871664,0.4114754,-0.05596203,0.4515577,1.053384,-0.03762046,0.2536016
0.2557709,0.04694108,0.2591363,0.3833232,0.1074867,-0.2620094,1.251062,-0.02303632,0.02419661
-0.005548444,0.002941689,-0.008212922,-0.04806782,0.01053433,-0.004706277,0.07319032,0.8012978,0.6031527
0.229062,0.147974,0.1889646,0.8187124,-0.2756214,-0.1365674,1.225221,-0.06847325,0.2913921
0.06661768,-0.3265243,0.1822424,0.9619516,-1.42981,0.1094613,1.058934,-0.5421936,0.17914
0.0007558711,0.002588193,-0.01023619,0.00456013,0.003569781,-0.004740545,0.7902083,0.4183556,0.4571829
-0.001575657,-0.002700192,0.008077683,0.007316248,-0.009558429,0.008635605,1.010547,0.09841168,0.1095284
-0.315594,0.06469638,0.04281247,-1.284734,0.1531261,-0.09199839,0.6951414,-0.1258714,0.06466959
-0.2483643,-0.01129358,-0.006729821,-0.7545913,-0.7453723,0.1001672,0.7624234,0.08551853,-0.1572497
-0.001476179,0.001240585,-0.01785244,0.01392015,-0.00477192,-0.007794873,1.000514,-0.2461246,-0.1033805
0.02899223,-0.1700423,-0.3712214,0.09034129,0.08429024,0.2045047,0.9668941,-0.3828133,-0.685587
-0.4321825,0.1213512,0.1359032,0.02680859,0.4094257,-0.05144378,0.5148578,-0.2011236,-0.06048161
-0.01413044,0.02012278,0.001937595,0.1617557,-0.0970637,-0.02696842,0.9838874,-0.2441061,0.1254104
-0.002113277,-0.0003660408,0.00750236,-0.001226583,-0.003346953,0.00950268,1.016724,0.07670303,0.06978735
0.2575806,0.1411494,0.02573066,-0.2642924,0.3522856,-0.3643405,1.285264,0.08182517,0.06550378
-0.001717387,0.005066373,0.01299338,-0.01370146,0.02019726,7.309344e-05,1.01456,-0.1852466,-0.01509296
-0.01077614,0.09686059,0.1884546,-0.1899068,-1.100756,-0.06826243,0.9927944,-0.04743713,0.0481884
-0.005657974,-0.009449078,0.01071259,-0.001862856,0.01032312,-0.005013471,0.2670387,0.4225259,0.8715633
-0.2895241,-0.09636227,0.0106735,-0.4446429,-0.01076288,0.3811976,0.7280501,-0.235179,-0.01984577
-0.05471655,-0.06199467,-0.06140661,0.1234131,0.02383496,-0.2274266,0.9589951,-0.2810776,0.01362449
0.004900596,0.0008446157,-0.004718724,-0.005650804,-0.003978456,0.0001265156,0.7891393,0.4207604,0.4670791
-0.001527702,0.003665924,-0.001582427,0.009369385,0.001226557,0.0005851494,1.014378,-0.1856604,-0.03569898
-0.2024299,-0.06767189,-0.02897875,0.6548874,-0.3852542,-0.0292668,0.7942161,-0.2375637,-0.117018
0.2409204,0.1230315,0.01281138,0.5421771,-0.448429,0.7857903,1.268167,0.01941316,0.02263311
-0.05584427,0.2102193,0.0708556,-0.008788581,-0.1672009,0.2128999,0.887803,0.4213478,0.2319435
0.1169709,0.09873331,0.05230643,0.03638132,-0.3244151,-0.08666202,1.134747,-0.01903876,0.1613647
-4.975888e-05,-0.01824698,0.003825638,0.1093634,0.02458933,-0.008641774,1.000494,-0.264083,-0.09854539
-0.6374604,-0.007820598,0.07164103,-1.009328,-0.7746338,-0.7508192,0.3425908,-0.09579127,-0.07978862
0.0009417121,-0.002136224,-0.005296082,-0.01221387,0.002371489,0.0007475603,-0.1608107,-0.1614318,-0.9932636
0.0005905895,-0.003945536,-0.006136494,-0.03362554,0.02891435,0.01778304,1.02145,-0.1707543,-0.05000528
0.01638402,-0.003257497,-0.01691812,-0.07711669,-0.04467252,-0.1234293,1.021548,0.1456727,-0.03570419
-0.1678798,0.09955307,0.1523192,0.04219874,-0.09269565,0.1173186,0.8515889,-0.01778208,0.2180924
-0.0006940795,-0.003844954,0.006091061,-0.01599574,0.0364481,-0.009799725,0.03613653,0.4339194,0.9163317
0.003601281,-0.001683813,-0.001520792,-0.001691347,-0.0007892927,0.006761326,1.021005,-0.157562,0.06493868
-0.04099746,0.02441703,-0.1158329,-0.08229413,0.1691014,0.3369796,0.9553419,0.01760214,-0.1329212
0.006696393,-0.008034543,0.007545659,0.04659817,-0.03627581,0.00328921,0.9666282,-0.3409347,-0.1883596
0.003373372,-0.05468162,-0.00954508,0.03586613,0.006758134,0.1151129,1.02465,0.0801416,-0.004576576
-0.003863521,-0.003741115,-0.0003320717,-0.002071269,0.002611324,-0.0001722093,0.10838,0.8513438,0.5282606
0.1648246,0.02881037,-0.2424607,-0.6356187,0.327652,-0.3262372,1.142972,-0.08611075,0.04508897
-0.2763925,-0.1449963,0.1462869,-0.7037636,0.08538711,-0.06216076,0.7244317,-0.3525429,-0.0120268
-0.001103351,0.000922689,-0.0001059237,-0.004799861,-0.0007016242,0.003761796,-0.03961378,0.5428349,0.8550542
-0.002448434,-0.002233549,-0.00283424,0.0004010577,0.00583078,-0.00490743,0.9733887,-0.2969269,-0.1898659
0.4231818,0.1901304,-0.3745503,1.033191,0.9214726,-0.08111191,1.398383,0.09803795,-0.5350348
0.001688665,0.0179948,-0.003704246,0.0161094,0.02158316,-0.009455084,1.003637,-0.2263268,-0.09410329
-0.001906195,0.01357498,0.005323377,0.02812931,-0.04777299,0.02468442,1.015924,0.1009003,-0.06971925
-0.07022718,0.3155999,-0.05378211,0.1872299,-0.4194732,0.6672688,0.948546,0.207023,-0.03777239
-0.006240187,-0.003222606,0.003293243,-0.04820692,0.01081606,-0.007343728,0.9958385,-0.2525019,-0.0812095
-0.01791093,-0.008323979,-0.007323365,-0.009239065,0.002903056,-0.001150467,0.005559927,0.2724008,0.9470675
0.01042127,-0.01418194,0.006707234,-0.00261649,0.007662329,-0.001790054,0.1759873,0.7380279,0.6614073
0.0003089277,-0.0143739,-0.008319956,-0.01555135,0.005540195,0.001466221,1.009686,-0.2375985,-0.02423122
0.04564186,0.1827879,0.0005204071,-0.4058602,-0.1878687,-0.03076526,1.046425,0.03919802,0.1047945
0.002034811,-0.004607618,-0.007338223,-0.003454745,0.009998692,-0.001274557,1.018251,0.07910283,-0.1141475
0.001665329,-0.002673494,-0.008915637,0.03934764,-0.05509696,-0.02788221,1.009186,0.1580814,-0.01104812
-0.007854787,0.004379747,-0.002107161,0.04369679,-0.04215153,0.1205197,-0.09182342,0.8444185,0.5669826
-0.1622303,0.07500951,0.04079409,-0.4905011,0.4242339,0.5036788,0.830008,-0.1406203,-0.1706739
0.003867147,0.004895197,-0.003218428,-0.009959595,0.02120975,0.0003235783,0.1558265,0.5621366,0.8217348
0.00103413,0.0126591,-0.01047248,-0.02271375,-0.005353854,-0.01811367,0.1739723,0.7604448,0.64815
0.4076788,-0.2311103,-0.125652,-0.780757,0.3566316,-0.03283271,1.353777,-0.5570324,0.07159299
-0.1203254,0.08430003,-0.04741653,1.185086,-0.4616002,-0.37374,0.8886299,-0.1225318,-0.02095425
0.22163,-0.04662441,-0.1058844,-0.3014279,-0.5142916,-0.282434,1.185078,-0.2765027,-0.2828904
0.06706398,0.1084796,0.1352113,-0.6121693,-0.2476371,0.01763446,1.038519,-0.258699,0.01044341
0.001183376,0.000452864,0.0004351225,-0.00338589,0.007243983,-0.008811829,1.027028,-0.1059059,0.01122159
-0.159191,-0.04951147,-0.1584815,0.7144532,-0.3283819,0.2439599,0.8438938,-0.09091122,-0.08272871
-0.1248402,-0.2520205,-0.05413157,0.4630676,0.9946751,-0.2474631,0.8305905,-0.5622848,-0.3095642
-0.004776699,0.003182446,0.0007434218,0.008754833,0.0009343967,0.007596366,1.01682,0.09161858,-0.00897723
-0.1319786,0.1737617,-0.1841755,-0.3176897,-0.2604846,0.1937892,0.8575109,-0.05125255,-0.2335598
0.0001698284,-2.758085e-06,-0.008451633,0.00367092,-0.003833058,0.007188464,1.011975,0.1002463,0.09315796
0.006592125,-0.001660088,-0.002096863,0.008896072,0.01661171,-0.001249777,1.03048,-0.01525764,0.09010808
0.007942335,-0.002586405,-0.07753881,-0.00322531,-0.0144625,-0.004839941,1.029192,0.03408255,-0.0233398
-0.00063353,-0.00159167,-0.007817261,-0.003494027,0.009061795,0.004716361,1.022512,-0.003555184,0.07380677
-0.3318496,0.1375622,-0.1665047,2.196526,-0.008539979,-0.7373959,0.6415763,-0.1576654,-0.1655938
0.1119041,0.03043475,-0.1344096,-0.03068578,-0.3544314,0.3742992,1.12508,-0.002832232,-0.02306017
-0.002752031,-0.01605455,0.01459963,-0.05155145,0.001503702,0.01130865,0.1743478,0.5782058,0.8108791
-0.03959851,-0.3616154,-0.04531916,0.4754318,-0.02427328,0.03250896,0.9684835,-0.6095025,-0.1659003
-0.0009627878,0.006795484,-0.0102531,0.03489682,-0.02605283,0.0192953,1.02473,-0.03556137,0.04970663
0.000324877,-0.004821614,-0.0002795699,0.04530721,-0.0171234,-0.01392912,0.9877385,-0.2876602,-0.132003
-0.1559481,0.1337113,-0.007027859,-0.2654134,0.2937718,-0.1561609,0.8285993,-0.04482069,-0.00223287
0.003401514,0.00177412,-0.001794822,0.0007489209,0.01024863,-0.005204545,0.03577306,0.79144,0.6328093
0.004382548,-0.01949561,-0.006989578,-0.0315038,0.05005253,-0.03786895,0.9620801,-0.3553316,-0.2078084
-0.01430001,-0.006582921,-0.004066002,-0.001992377,0.04231166,-0.05274977,1.003899,-0.1038935,0.1196177
0.000292605,0.0007301832,-0.01035529,0.003364384,0.006781067,0.001457531,0.973181,-0.1486722,0.2934374
0.004072756,-0.004791285,0.005781866,-0.03054827,0.06717275,0.003544852,1.014152,-0.2283087,-0.04823845
0.05420095,0.02239125,0.09440334,-0.5464188,-0.07737337,0.07880277,1.073763,-0.100203,0.1671564
0.004036183,-0.0001978435,-0.000309276,0.001338871,0.002498786,-0.004166778,0.03888895,0.7813092,0.6416262
-0.0427224,0.2199965,-0.0747262,-0.3070971,-1.136402,0.01632589,0.9473008,0.1288027,0.05952109
0.003266402,-0.005181584,0.001394653,0.06231867,-0.04081805,0.06968604,0.03838288,0.4826382,0.8848304
-0.1503211,0.01065909,0.1065119,-0.1493119,0.1574307,0.07591998,0.8626812,-0.09781931,0.2168929
-0.0005276492,0.01277038,0.001963815,-0.01221679,-0.004180128,0.03448819,0.9211061,0.1288779,0.4252145
0.003882382,0.0008944964,0.00257733,-0.001878273,0.0013457,0.002002428,0.003334022,0.8330077,0.588488
0.5796677,0.1754702,0.072578,0.2979376,0.4497815,0.1029027,1.58413,0.09152673,0.1495743
-0.2026081,-0.1446442,-0.1001332,-0.3758533,-0.5374873,-0.007172111,0.6854071,-0.2996592,-0.5925439
-0.6942393,0.2181368,0.05932758,-1.674852,0.8111245,0.8759891,0.2691906,0.06327854,-0.1322505
-0.006274819,0.0001547647,-0.02425813,-0.00795211,-0.02039668,0.009725567,0.9406038,-0.2365886,-0.375654
-0.2877444,0.08072413,-0.1051208,0.5733869,-0.2305517,0.2703994,0.7306256,-0.04032842,-0.09273528
-0.306523,0.07083698,0.1344421,0.8615655,-0.4822643,-0.09638523,0.7267836,-0.05712824,0.08902434
-0.002196094,0.007130738,-0.002205054,0.003410606,-0.01330876,0.006133637,0.991115,0.1208827,0.2222971
0.007370169,0.03305182,-0.0003985269,0.05290429,0.003857784,0.006782397,1.002065,-0.2637051,-0.08675851
0.001437685,-0.004755864,-0.002504746,0.01052559,2.199154e-05,0.01408644,1.020578,-0.1694959,0.05408074
-0.0006860029,0.005299155,0.0005775259,0.01328435,0.01343199,0.02397155,0.9042203,-0.2185858,-0.4524136
0.001074831,-0.0003935057,-0.008047481,0.005984708,-0.01037449,-0.007627068,0.2110573,0.7820413,0.5981327
0.06873503,-0.1007001,0.05957212,-0.1274962,-0.181684,0.0191369,1.074988,0.001557195,-0.1098947
-0.02070302,-0.01120611,0.03757139,-0.01168075,-0.06120695,0.1231153,0.7426146,0.4741977,0.4736763
0.01887633,-0.00922452,-0.006028813,0.005685211,0.01325422,0.001609251,0.08248765,-0.4524863,0.8854421
0.5199002,-0.2730094,-0.1771555,-0.3972048,0.5969091,0.3831329,1.45297,-0.4687447,-0.5281006
-0.01255051,0.01198198,0.00233838,-0.009364255,0.03215907,-0.01129498,0.1211265,-0.4313663,0.8890787
-0.002225753,0.001013849,0.001693736,0.006433728,0.001019317,-0.003756801,0.9819308,0.210104,0.1918269
-0.002738321,-0.02169552,0.01346019,-0.05398699,0.01893421,-0.09255253,1.013868,0.01874337,0.146904
0.0009619241,0.004905278,0.005667147,0.008761831,-0.01043239,0.0006457714,0.9795733,-0.1928747,-0.2635979
-0.0009143922,-0.001414212,0.001054906,-0.00214992,-0.00759153,0.001799929,0.1340156,0.8772163,0.4500411
-0.001517895,0.01106685,0.001017642,-0.01653355,0.008850801,0.05484631,0.9140879,0.3555101,0.2399039
0.007952601,-0.01401403,0.01231696,-0.06266304,0.04065094,0.04113396,1.029437,-0.007837801,0.1082243
0.07647595,0.3059219,-0.1650309,-0.3126829,0.3807021,0.2911496,1.082375,0.05469989,-0.1348809
0.02122578,-0.2631932,-0.1230147,0.1138718,1.458684,-0.3050982,0.9880583,-0.6125824,-0.2106922
0.001732286,-0.002560154,0.001954979,-0.01594212,0.001608867,-0.008356616,1.018733,-0.1705218,0.04355193
-0.0009129184,-0.004253686,-0.009108108,-0.01025685,0.0002195726,0.0008181064,0.9888127,-0.3289787,-0.01562572
0.7183943,-0.2162374,0.575035,-0.1678787,-0.5823485,0.07115799,1.66432,-0.3733146,0.3940682
-0.002193542,0.004720952,0.0002320055,-0.001476473,-0.00233434,0.008341769,1.011174,0.1299128,-0.03607577
-0.1424813,0.008190797,0.09619262,-0.0636533,-0.09730774,-0.005399412,0.8371231,-0.0802498,0.3854358
0.07716879,0.1625946,0.3302443,-0.1427025,-0.7077839,0.06522232,1.05774,-0.1442652,0.3218746
-0.0468753,0.04818122,-0.02734865,0.08868202,-0.6528702,-0.05383029,0.9677487,-0.1988114,-0.1560557
-0.1044007,0.09702202,-0.06494689,0.8929426,-0.442233,0.0005831537,0.9035538,-0.1214482,-0.1080959
0.06994149,0.1553582,-0.09675687,0.03173023,0.1904596,-0.1047524,1.038279,-0.163904,-0.1618879
-0.00220576,-0.0002235764,-0.0004141364,-0.02729617,0.0006260332,-0.006766851,1.024623,-0.01064558,0.03910522
0.0456102,0.2410115,0.05844906,-0.1831071,0.1979269,0.2487956,1.060359,0.1297966,0.1735122
0.001590273,0.008814573,0.005871484,0.07186852,-0.1157567,0.133792,-0.04057725,0.9868818,0.2418038
-0.02236831,0.002034104,4.531918e-05,0.04959506,-0.04593203,0.06273253,-0.06233876,0.6611071,0.7550297
0.002082552,-0.01087421,-0.01653572,0.004521099,0.06222626,-0.005353783,1.020011,0.06887279,0.06652546
-0.09993739,-0.2138202,-0.0841794,1.001373,-0.4822328,-0.6440249,0.8899965,-0.4951569,-0.1016832
0.205268,-0.270125,-0.08012686,-0.1491028,0.1977761,-0.746514,1.212299,-0.4836508,0.02298787
0.0001554763,0.002666929,0.005733639,0.001530733,-0.00414387,0.004489612,1.016555,0.08449547,-0.1060207
-0.0004492403,-0.005113373,0.003391944,-0.001838313,0.01412203,-0.006982017,0.962279,-0.08561912,-0.3574699
0.01451115,0.0012774,0.003542366,0.009076898,-0.02062681,-0.0261724,0.001298556,1.002611,0.08237777
0.062046,0.1926964,-0.14088,-0.1250854,-0.1859547,0.3397223,1.060882,-0.02286808,-0.1549971
-0.3807492,0.01313797,0.134885,0.04923899,-0.3148561,-0.4048064,0.6370455,-0.06235907,-0.05515836
-0.001048504,-0.005203406,-0.002038966,0.02657078,0.0003141553,0.04473026,0.1389356,0.8735952,0.4460235
-0.3153694,-0.1638194,0.1615566,0.5858538,-0.3548932,0.1635666,0.6908437,-0.3628452,0.04757855
0.004396746,0.004774303,0.002472038,0.01953525,0.006197699,-0.0005148763,1.020184,-0.1882259,-0.0268721
-0.0006789354,0.002233418,-0.001761197,-0.01220565,-0.0072395,0.002792091,1.024589,-0.09799847,-0.01136008
-0.009603531,-0.00162809,0.002625545,-0.009460263,0.008487571,0.00254118,0.1443402,0.5582572,0.8262232
-0.008110491,0.008199251,-0.004465086,-0.09837262,0.1896391,-0.1036509,0.7953123,0.5314292,0.2654622
-0.00318997,-0.001041521,-0.007574986,-0.006277961,0.003944714,5.903054e-05,-0.005724995,1.000065,0.06725525
0.2863138,0.001917868,0.06527899,0.1030366,0.3013623,0.3195653,1.306603,-0.1880047,0.07574766
0.01071995,-0.0010483,0.0001991645,0.03216055,0.008129623,-0.001824124,0.1351307,0.7320017,0.6855405
-0.1966203,0.1883865,0.2034567,1.185855,-0.5560711,-0.04336722,0.7674099,-0.1690742,0.3156332
0.01582955,0.02364618,0.03343455,0.008579774,-0.05361749,0.02855617,0.9744468,-0.06275906,-0.3369865
0.1697557,0.0601471,-0.04758771,0.15825,0.5406274,-0.19328,1.186805,0.01454011,-0.07052516
0.1081075,0.2471353,-0.1196977,-0.6973091,0.1104488,-0.01173959,1.073654,-0.1048831,0.07330365
-0.04049391,0.06597182,-0.1757832,0.01838381,-0.2626534,0.3256427,0.9766474,-0.07486461,-0.2079706
-0.0008065327,0.003806878,-0.0005212303,-0.0006812747,0.002466246,-0.005163704,0.9739198,-0.292536,-0.1904653
0.5663263,-0.1463459,-0.1168495,-0.3829549,0.4252239,0.01391497,1.534674,-0.4729042,-0.003141908
-0.0006930592,0.008152772,0.009814172,-0.2421799,-0.04916909,-0.01158011,1.018424,0.06342002,0.09818596
0.003662388,-7.219737e-05,-0.00385966,0.005711335,0.001925663,-0.0008882652,1.022563,-0.1763415,0.0135906
-0.01686199,-0.004178315,0.009864206,-0.00135302,0.01116887,0.0002049965,0.1699004,0.5872308,0.805865
0.9755633,0.07179732,-0.4398532,0.4762254,0.8211338,-0.3536114,1.971069,0.173939,-0.6505548
0.4661358,0.1839219,0.08786306,-0.5502623,0.2993793,-0.005591635,1.479281,-0.08587157,0.04311206
0.0003610202,-0.002540496,0.001835419,0.009780294,-0.004574174,-3.928181e-05,1.004408,-0.1730974,-0.171357
-0.07363558,0.06708176,-0.1116707,0.272586,-0.8218625,0.1938258,0.94157,-0.1614871,-0.1345428
0.0008787704,-0.006402127,0.02016421,0.04922502,0.009821383,0.01913935,1.021281,-0.1737905,0.0316143
-0.05332382,-0.2892434,0.1068712,-0.209783,0.02631511,0.05072878,-0.1585164,0.206741,0.9771695
-0.04877207,0.1626789,-0.07162938,0.4135627,0.2032728,0.006045385,0.9783552,0.0913568,-0.08681744
-0.00217945,-0.0007796487,-0.001738026,-0.004321877,0.00401883,-0.003321853,0.9270775,0.193868,0.3720091
-0.008249422,-0.007603918,0.00137899,0.02641653,-0.01541425,0.007236543,1.006777,-0.07999273,-0.1647135
-0.0002876266,-0.000626762,0.00219665,0.004899379,0.006274866,-0.008092195,0.8225681,0.3593267,0.4653659
0.01504254,-0.04434103,0.02350816,-0.1316163,-0.1638669,-0.1431111,1.017803,0.1172199,-0.004583827
-0.240243,0.1254327,0.04383199,-0.4645543,0.3581976,0.1161663,0.7192827,-0.03842407,-0.2450188
0.005108205,-0.02568492,0.01936318,-0.03853254,0.004813851,-0.001099542,0.1849732,0.5660235,0.8171055
0.002999699,0.001663517,-0.0008008038,-0.01403208,-0.01243107,0.005685137,1.027236,-0.06742041,0.0721055
-0.1638742,0.1327346,0.1094505,-0.4028553,-0.1785519,-0.3519524,0.7172023,-0.07258502,-0.3797258
0.0198514,-0.05440499,-0.06548724,-0.1451718,-0.07413033,0.07538221,1.033848,0.03252756,-0.1770165
-0.1904973,-0.1700554,0.171115,-0.3643133,0.039052,-0.09715575,0.8319122,-0.3461459,0.1990861
-0.1031139,0.1372275,-0.2188316,1.640544,-0.006312507,-0.7134364,0.8872456,-0.09708588,-0.2234298
-0.1753627,-0.00732557,0.1260891,-0.123551,-0.005323286,0.1018638,0.8215481,-0.2033028,0.3094687
-0.002793365,-0.001206959,0.004803237,-0.02950914,-0.004170795,-0.000103789,0.9997613,-0.2397621,-0.09246673
0.217191,-0.24708,0.1126511,0.4839349,0.2953442,-0.3806294,1.149563,-0.5471163,-0.1971689
-0.02603295,0.2146115,-0.03925031,-0.09453629,-0.2274973,0.3542431,0.9976996,0.09615681,0.04896775
-0.05097347,-0.1068228,0.01289262,-0.636212,0.8394793,0.1244869,0.9472937,-0.3425276,-0.00230924
-0.1493048,0.159075,0.2139507,-0.2207798,0.1140162,-0.07443848,0.823886,-0.1570688,0.3220526
0.002776124,0.002657768,0.001471487,-0.01023936,-0.07328312,0.08258999,0.7398184,0.4888342,0.4679592
-0.3341176,0.230639,-0.112005,0.4631685,0.3772115,-0.258379,0.6697104,0.1056685,-0.0910979
0.003155507,0.001706145,-0.005913443,-0.02147961,-0.0004980297,-0.005905307,1.018798,-0.09474881,0.1319561
-0.2423848,-0.0295513,0.1737295,0.1315921,-0.4112076,0.07273599,0.7594284,-0.2321083,0.06682144
-0.005170567,0.005744313,0.003976155,0.002111472,0.01737841,0.01451504,0.08138826,-0.442295,0.8904248
0.05317457,0.03685707,-0.04989835,0.02190266,0.1403019,0.1255118,1.054932,-0.1609991,0.1253138
0.4065443,-0.1605863,-0.0146552,0.1110321,-0.4298184,1.14314,1.413378,-0.3713378,0.005841361
0.7410333,-0.1884638,0.1917146,-0.3844552,-0.2245229,-0.2633205,1.732246,-0.4388508,0.0741176
0.0115103,0.01925628,0.006198701,0.01179814,-0.05796713,0.004470925,0.9485672,-0.1018322,-0.4110383
0.9905226,-0.295147,0.05545516,0.3116208,0.001032634,-0.0730277,1.97009,-0.5352313,0.003715313
-0.1485659,0.2164005,-0.1230591,0.2526705,-0.2562888,0.3157421,0.85819,0.1102035,-0.01179922
-0.1048481,0.05103554,-0.04410413,-0.6307882,-0.04459861,0.1958336,0.8792169,-0.2713521,-0.1704806
0.002113461,-0.1125953,0.008053599,0.1211082,-0.09014343,0.129867,0.04948183,0.6287416,0.7120878
-0.1418738,-0.06166519,0.2071729,-0.2349304,-0.3629595,0.04121025,0.8827419,-0.2043559,0.1637523
0.02939996,0.1090253,0.060831,-0.4602457,-0.4118452,0.1282594,1.016998,-0.1245845,0.02038092
-0.07608891,-0.2596219,-0.03596739,0.006492153,-0.107273,-0.009549885,0.9432938,-0.3738142,0.03771595
-0.003386427,0.0007862534,0.005194075,0.007056741,-0.01065354,0.0003104512,-0.1187387,0.768815,0.665769
-0.005839039,-0.0005500815,-0.004821303,-0.0124928,0.007441929,-0.01509267,-0.1628447,0.834847,0.564061
0.01065913,-0.04017524,-0.03550447,-0.02367357,-0.2079293,0.1941416,0.6097103,0.4688113,0.6472268
0.0002293797,-0.001247858,-0.003792359,-0.002219209,0.0009970554,-0.001284286,0.9643948,0.2430495,0.2228366
-0.003100902,-0.002134137,0.001028912,-0.004578668,0.00342727,0.002193145,1.016464,-0.03665878,-0.1449331
-0.02775565,-0.0008813129,0.01264733,0.003722396,0.005720533,0.006201961,-0.06496747,0.9166782,0.4275264
-0.5759989,-0.03671758,0.05600563,0.1878298,-0.08213932,0.1419142,0.4639799,-0.1437653,0.03071965
-0.1348144,0.09684751,-0.02657512,0.19354,-0.1094267,0.1346443,0.8793864,0.01557163,0.1087612
0.006312171,0.0005156159,-0.006871577,0.0004349428,0.02768501,-0.000260313,0.1866896,0.5903098,0.7932361
0.0009561908,-0.007655123,0.0005158134,-0.0004330399,-0.004472823,-0.007866817,0.9764352,-0.1535975,0.2956098
-0.001089451,0.00346425,0.009446394,-0.01742853,-0.003646748,0.01443658,1.017566,-0.1415467,0.07229471
0.1699584,-0.1255333,0.3124076,0.6882113,-0.1922709,-0.1797646,1.152487,-0.3983675,0.1496955
0.001085829,0.1228603,0.1183421,-0.06536274,-0.1036955,-0.07184014,1.009747,-0.1166119,-0.01344076
0.004566635,0.004384149,-0.002644613,0.07330021,-0.02653088,0.003614903,0.9591471,-0.3418961,-0.2029805
0.128081,0.172776,0.0927455,0.3312794,-0.3799593,-0.328521,1.090135,0.1289002,-0.1988159
0.2694355,0.09374646,0.05922428,0.4365871,0.1384405,0.2132554,1.274097,-0.04813798,-0.1110849
0.002760291,-0.003800263,0.002793223,-0.01836849,0.1223501,-0.02203658,1.029579,-0.005239881,-0.01714923
0.1593198,0.06446779,0.1425902,0.7081783,-0.1032248,0.07563779,1.156455,-0.1522781,0.2323491
-0.01022592,0.01472839,0.2643057,0.06170138,0.2428765,-0.3556844,0.9862925,-0.1431347,0.4407658
-0.004198978,0.004929005,-0.0006484952,-0.0006043605,-0.003690756,-0.01386818,1.015025,-0.1610095,0.0553612
0.01176167,0.02083554,-0.00565355,-0.09891058,0.0010282,-0.02975588,1.02221,-0.1983429,0.0634724
0.2229316,0.06574264,-0.07594463,0.3770052,-0.06235774,0.3911606,1.214265,-0.169446,-0.124426
-0.003260328,0.001498787,0.008309904,0.005244279,-0.0134506,0.005804432,0.7841067,0.4226848,0.4770283
0.002447429,0.00494722,-0.003881582,-0.01011813,0.02019223,0.008647414,0.2187738,0.7949142,0.5874237
4.920807e-05,-0.008321076,-0.004848588,0.004890844,-0.004044047,0.00931431,1.011764,-0.145294,0.1476297
0.0008428665,0.001092847,0.002121728,-0.003277945,0.007456248,-0.007540661,1.025664,-0.103144,-0.01083033
-0.08757032,0.1473127,0.02089481,-0.6723771,0.4056473,-0.3494129,0.9417328,0.06615802,0.1140969
-0.002325961,0.002935452,-0.002718868,0.01559843,-0.02251597,0.03396717,1.003231,-0.252802,-0.01932877
0.002946018,0.004538573,0.006726535,0.00787299,0.0007104915,0.006304634,0.9966635,0.01997601,0.2665617
-0.05867707,0.2466183,-0.2499649,0.6323601,-0.5823179,0.5112547,0.9565136,0.115655,-0.216848
-0.1628165,0.09324868,-0.1655985,-0.01500662,0.5647677,-0.5533911,0.8423944,-0.04852526,-0.1337372
0.005461147,0.1077848,0.1881638,0.02136821,0.2717598,-0.135436,1.018857,-0.05372698,0.06438741
0.005868973,-0.004798938,-0.005770258,-0.01393469,-0.006196759,-0.01814143,1.019865,0.07222035,0.1030506
-0.0002693455,-0.002981686,-0.003388435,0.04473279,-0.07270313,-0.01047114,-0.03119518,0.3875333,0.9220045
-0.003657691,0.0009833121,-0.004331655,0.04065657,-0.03117333,0.04258727,-0.1151277,0.7710219,0.6558023
0.02799809,-0.06181785,0.09623416,0.05208627,-0.2507244,-0.3856649,1.04406,-0.2689641,0.02532305
-0.3168518,-0.3943529,0.04537066,0.5365821,-1.812966,0.2249484,0.6545566,-0.7396457,-0.01306224
0.5129577,-0.2538022,0.1263516,-0.6175483,-0.4608197,0.3558307,1.499232,-0.4326567,0.1310687
-0.4992181,0.08559427,0.04714787,-0.06966428,-0.4347214,0.5363618,0.5066135,-0.1135975,0.2108881
